PartNumber,Description,ItemStatus,SalesUnit,Authorization,PriceGroup,PriceGroupDescription,ProductLifeCycleManagement,ItemClass
146-1598                      ,"JOINT BAR, DS-VW655-2X2, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
146-1666                      ,"ASSEMBLY, HOOK ON BRACKET FOR DS-VW655-2X2, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
146-1889                      ,"WALL PLATE WELDMENT, LARGE FOR SAMSUMG IF MOUNT, BLK",Active,EA,,DS,Digital Signage,,FAB                 PAINT
146-1891                      ,"WALL PLATE WELDMENT, SMALL FOR SAMSUNG IF MOUNT, BLK",Active,EA,,DS,Digital Signage,,FAB                 PAINT
146-8001-1                    ,"FASTPACK, WALL SIDE, DS-VW755S",No Request,EA,,PRO,Professional Sales Price Group,,FAST                     
146-8003                      ,"FASTPACK, ACC-V600X800",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
146-8004-1                    ,"FASTPACK, DS-VWSUPREME",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
146-8005                      ,"FASTPACK, DS-VWRS",Active,EA,,DS,Digital Signage,,FAST                     
146-8015                      ,FASTPACK FOR 500-1020,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
146-8019                      ,FASTPACK FOR DS-S5%-3X% & DS-C5%-3X%,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
146-P1394                     ,"SPACER, PT640, MENU BOARD, 46""",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
146-T1131                     ,"COLUMN, FLOOR MOUNTED, 72"" LONG",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
146-T1489                     ,"ADAPTER BRACKET ASSEMBLY, RIGHT - DS-VW755S, TBLK",No Request,EA,,PRO,Professional Sales Price Group,,FAB                      
146-T1490                     ,"ADAPTER BRACKET ASSEMBLY, LEFT - DS-VW755S, TBLK",No Request,EA,,PRO,Professional Sales Price Group,,FAB                      
146-T1802                     ,"600mm DISPLAY ADAPTER FOR DSF265L, TBLK",Active,EA,,DS,Digital Signage,,FAB                 PAINT
146-T1863                     ,"ADAPTER 600 X 400 RAIL PEM ASSEMBLY, TBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
146-T1904                     ,"WELDMENT, 40IN RAIL, DS-(C)(S)5%, TBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
146-T1905                     ,"ASSEMBLY DUAL RAIL, DS-(C)(S)5%, TBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
147-1030                      ,"WALL PLATE SHIM FOR SAMSUNG IF MOUNT, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
147-1483                      ,"EXTENSION BRACKET, JELCO, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
147-1485                      ,"EXTENSION ARM, JELCO, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-0013                      ,"LOCK CATCH, KIOSKS, PORTRAIT",Active,EA,,PRO,Professional Sales Price Group,,FAB                 LASER
150-4029                      ,"DOOR, PORTRAIT, FRONT 55 KIOSK, SLV",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-4030                      ,"DOOR, PORTRAIT, REAR 55 KIOSK, SLV",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-4102                      ,"DOOR, REAR, LAND., FOR KIL540, KIL542, KIL546, KIL547 KIOSKS, SLV",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-P1029                     ,"DOOR, PORTRAIT, FRONT 55 KIOSK, GBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-T1026                     ,"CROSS BRACE, SCREEN SUPPORT, SLOTTED, 55 KIOSK, TBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-T1027                     ,"CROSS BRACE, SCREEN SUPPORT, TOP, 55 KIOSK, TBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-T1028                     ,"RAIL, SCREEN MTG, VERT., 55 KIOSK, TBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-T1107                     ,"BRACKET, DEPTH ADJ., LAND., FOR KIL5XX, KIL6XX, KIP6XX KIOSKS, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
150-T1177                     ,"ADJUSTMENT BRACKET, ASSY, FOR KIL5XX, KIL6XX, KIP6XX KIOSKS, TBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
150-T1682                     ,"LANDSCAPE SCREEN MOUNT BRACKET ASSY., TXTBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
150-T1689                     ,"PORTRAIT SCREEN MOUNT BRACKET ASSY., TXTBLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
152-0047                      ,KOP25% PERF. RIVET PLATE,Active,EA,,PRO,Professional Sales Price Group,,FAB                 COMBO
154-0157                      ,"TUBE, ADJ EXT - 23 INCH",Active,EA,,PRO,Professional Sales Price Group,,FAB                 TUBE 
154-0166                      ,"TUBE, ADJUSTMENT - 15 INCH",Active,EA,,PRO,Professional Sales Price Group,,PPA                      
180-0601-2                    ,43 XHB (VENTED) Z-FRAME PEM ASY,Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
180-0619                      ,"PIONEER TS-G1320S G-SERIES 5.25"" 250-WATT SPEAKER, 2 PER BOX",Inactive,EA,,PRO,Professional Sales Price Group,,PP                  ELECT
180-0623-2                    ,55 XHB (VENTED) Z-FRAME PEM ASY,No Purchases,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
180-0642                      ,EDGE LIT THERMAL BAR 49 XHB DISPLAY,No Purchases,EA,,ET DD,ET Dealer / Distributor Pricing,,PP                  ELECT
180-0713                      ,"SPEAKER KIT, WATERPROOF, 4"" DUAL CONE, 100W (2 SPKRS, WIRE)",Active,EA,,PRO,Professional Sales Price Group,,PP                  ELECT
180-0717                      ,ISM INTEL NUC MEDIA PLAYER,Active,EA,,PRO,Professional Sales Price Group,,PP                  ELECT
180-1085                      ,"AMPLIFIER, 25X2 - 2 INPUT",Active,EA,,PRO,Professional Sales Price Group,,PP                  ELECT
180-W1608                     ,"43 XHB SHELL PEM ASY, WRINKLE BLACK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 ASSYP
180-W1610L                    ,"43 XHB FRONT ASY, WRINKLE BLACK, Landscape",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,PP                  ELECT
180-W1615-1                   ,"49 XHB SHELL PEM ASY, WRINKLE BLACK",Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
180-W1622                     ,"55 XHB SHELL PEM ASY, WRINKLE BLACK",No Purchases,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 ASSYP
180-W1644                     ,"XHB2 REAR ACCESS COVER PEM ASY, WRINKLE BLACK",No Purchases,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
180-W1661-1                   ,49 XHB BACKPACK ASSEMBLY,Active,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 ASSYP
180-W1662-1                   ,55 XHB BACKPACK ASSEMBLY,No Purchases,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 ASSYP
180-W1666                     ,"XHB2 BACKPACK LONG STIFFENER, WRINKLE BLACK",No Purchases,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
180-W1667                     ,"XHB2 BACKPACK SHORT STIFFENER, WRINKLE BLACK",No Purchases,EA,,ET DD,ET Dealer / Distributor Pricing,,FAB                 PAINT
200-0797                      ,"SF640 FLAT UNIV WALL PLATE, RAW",Active,EA,,PRO,Professional Sales Price Group,,FAB                 COMBO
200-0860                      ,FLAT DED. INTERFACE PLATE ASSY,Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
200-1796                      ,"SF660 FLAT UNIV WALL PLATE, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
200-8404-3                    ,"FASTPACK, LARGE SCREEN-SIDE SECURE",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8406-3                    ,"FASTPACK, MINI SCREEN-SIDE SECURE",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8407-3                    ,"FASTPACK, MINI SCREEN-SIDE NON-SEC",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8476-1                    ,"FASTPACK (4) M10 X 15 SKT BTTN, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8501A                     ,FAST PACK FOR PL/PLC-PH37,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8516-1                    ,FASTPACK SUPPLMT LARGE SMART SECURE,No Request,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8517-1                    ,FASTPACK SUPPLMT LARGE SMART NONSEC,No Request,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8524-2                    ,"FASTPACK, PLAV70",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8525-2                    ,"FASTPACK, PLA60",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8536-2                    ,"FASTPACK, PLA50",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8605-1                    ,FASTPACK FOR PLP-V2X2,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8640                      ,FASTPACK FOR PLP-V4X3  M8 SCREWS,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8645                      ,"FASTPACK, SP850 NON-SEC, EXPRS ANCH",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8651-1                    ,"FASTPACK, SCREEN SIDE, NON-SEC, BAG",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8652-1                    ,"FASTPACK, SCREEN SIDE, SEC, BAG",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8654                      ,"FASTPACK, 2 WOOD SCREWS & ANCHORS",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8662                      ,"FASTPACK, SCREEN SIDE, V75/100, PHL",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8663                      ,"FASTPACK, SCREEN SIDE, V75/100, SEC",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8664-1                    ,"FASTPACK, SCREEN SIDE, V200 TO 800X400, PHL",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8665-1                    ,"FASTPACK, SCREEN SIDE, V200/V800X400, SEC",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8666                      ,"FASTPACK, SCREEN SIDE, XL, PHL",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8667                      ,"FASTPACK, SCREEN SIDE, XL, SEC",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8668                      ,"FASTPACK, 2 WOOD SCR & ANCHR, RETAIL",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8669                      ,"FASTPACK, 4 WOOD SCR & ANCHR, RETAIL",No Request,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8678                      ,FAST PACK FOR TVA746,No Request,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8679                      ,FAST PACK FOR TVA765,No Request,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8684                      ,FAST PACK FOR PLP-UNL & PLP-UNM,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8698                      ,FAST PACK FOR SP840,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8701                      ,FASTPACK M8X50MM SPB,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8703                      ,"FASTPACK, SCREEN SIDE, XL, SEC w/M8x50",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8704                      ,"FASTPACK, SCREEN SIDE, XL, PHL w/M8x50",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8750                      ,FASTPACK FOR PTM400,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-T5946                     ,"680 FLAT BRKT ASSY, SEC BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
201-0020                      ,FPZ CARRAIGE WELDMNT,Active,EA,,PRO,Professional Sales Price Group,,FAB                 WELD 
201-0062                      ,CEILING ARM BOX WELDED,Active,EA,,PRO,Professional Sales Price Group,,FAB                 WELD 
201-0437                      ,"ADPT BRKT, ST640, RAW",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PUNCH
201-0449                      ,"HOOK BRKT ST635,640,650,660 RAW",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PUNCH
201-0944                      ,"660 OPEN WALL PLT, ASSY",No Request,EA,,PRO,Professional Sales Price Group,,FAB                 PUNCH
201-0946                      ,"640 OPEN WALL PLT, ASSY",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PUNCH
201-1020                      ,"FPZ CARRAIGE WELDMNT, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1037                      ,"FPZ BASE, WELDMNT, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1040                      ,"WALL PLATE ASSY, PLA60/V60/V70, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
201-1041                      ,AXIAL TUBE - WALL PLATE (BLK OXIDE),Active,EA,,PRO,Professional Sales Price Group,,PP                       
201-1042                      ,"TILT-TO-ROLL ASSY, PLAV70 BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
201-1044                      ,"PLAV70 ARMS & HEAD ASSY, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
201-1049                      ,"PLAV60 ARM & HEAD ASSY, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
201-1062                      ,"CEILING ARM BOX WELDED, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1090                      ,"SWIVEL BOX - PLA50/60 WLD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1093                      ,"TILT-TO-ROLL ASSY, PLA50/60 BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
201-1095                      ,"WALL PLATE ASSY: PLA50, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
201-1109                      ,"LARGE UNIVERSAL PLP MAIN PLATE, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1110                      ,"LARGE UNIVERSAL PLP PLATE, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1198                      ,"CMPTR MNT ATTCHMNT BRKT MIS334, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1199                      ,"CLAMP BRACKET MIS334, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1204                      ,"LOCK TAB FOR PANA-103MTV, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
201-1461                      ,TILT ASSY ST635 LH NON SEC BLK,Active,EA,,PRO,Professional Sales Price Group,,FAB                 ASSYP
